,id,season,city,date,team_1,team_2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue,inning_1_score,inning_2_score,team_batting_first,team_batting_second
42,43,IPL-2017,Hyderabad,2017-06-05,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Rising Pune Supergiant,12,0,JD Unadkat,"RGIS, Uppal",148,136,Rising Pune Supergiant,Sunrisers Hyderabad
2,3,IPL-2017,Rajkot,2017-07-04,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,10,CA Lynn,Saurashtra Cricket Association Stadium,183,184,Gujarat Lions,Kolkata Knight Riders
45,46,IPL-2017,Chandigarh,2017-07-05,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",189,192,Kings XI Punjab,Gujarat Lions
44,45,IPL-2017,Bangalore,2017-07-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,6,SP Narine,M Chinnaswamy Stadium,158,159,Royal Challengers Bangalore,Kolkata Knight Riders
3,4,IPL-2017,Indore,2017-08-04,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,GJ Maxwell,Holkar Cricket Stadium,163,164,Rising Pune Supergiant,Kings XI Punjab
4,5,IPL-2017,Bangalore,2017-08-04,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,15,0,KM Jadhav,M Chinnaswamy Stadium,157,142,Royal Challengers Bangalore,Delhi Daredevils
46,47,IPL-2017,Hyderabad,2017-08-05,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Sunrisers Hyderabad,0,7,S Dhawan,"RGIS, Uppal",138,140,Mumbai Indians,Sunrisers Hyderabad
5,6,IPL-2017,Hyderabad,2017-09-04,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,9,Rashid Khan,"RGIS, Uppal",135,140,Gujarat Lions,Sunrisers Hyderabad
6,7,IPL-2017,Mumbai,2017-09-04,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,4,N Rana,Wankhede Stadium,178,180,Kolkata Knight Riders,Mumbai Indians
47,48,IPL-2017,Chandigarh,2017-09-05,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",167,153,Kings XI Punjab,Kolkata Knight Riders
7,8,IPL-2017,Indore,2017-10-04,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,Kings XI Punjab,0,8,AR Patel,Holkar Cricket Stadium,148,150,Royal Challengers Bangalore,Kings XI Punjab
48,49,IPL-2017,Kanpur,2017-10-05,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,2,SS Iyer,Green Park,195,197,Gujarat Lions,Delhi Daredevils
8,9,IPL-2017,Pune,2017-11-04,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,Delhi Daredevils,97,0,SV Samson,Maharashtra Cricket Association Stadium,205,108,Delhi Daredevils,Rising Pune Supergiant
49,50,IPL-2017,Mumbai,2017-11-05,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab,7,0,WP Saha,Wankhede Stadium,230,223,Kings XI Punjab,Mumbai Indians
9,10,IPL-2017,Mumbai,2017-12-04,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,4,JJ Bumrah,Wankhede Stadium,158,159,Sunrisers Hyderabad,Mumbai Indians
50,51,IPL-2017,Delhi,2017-12-05,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,normal,Delhi Daredevils,7,0,KK Nair,Feroz Shah Kotla,168,161,Delhi Daredevils,Rising Pune Supergiant
